4.000000000000000222e-01 5.000000000000000105e-09
4.353434634620483301e-01 4.539884051119359717e-09
4.736276664678698567e-01 4.767492099918657842e-09
4.889820599048768091e-01 4.575594253831568039e-09
4.506323744408465282e-01 4.793739813798621216e-09
4.702934735715512682e-01 4.061389968184033991e-09
5.522669165332030339e-01 3.829621401541979937e-09
6.064016588967929833e-01 3.248353541069045647e-09
6.406072406095313365e-01 3.508959443314606430e-09
6.527420074772745107e-01 3.600497320667505574e-09
6.258108050741927331e-01 3.874523164469303989e-09
6.635631420361083332e-01 3.359987412533417991e-09
7.216204908425575271e-01 3.308939397517828436e-09
7.619834647198007183e-01 2.847049993191081820e-09
7.582749107201587346e-01 1.346453589305914718e-09
7.586160914529029853e-01 1.314637174202618414e-09
7.586160914529029853e-01 1.314637174202618414e-09
6.989250157313359191e-01 2.077902137930837942e-09
7.380681682270358035e-01 2.234458197855886641e-09
