2.600000000000000089e-01 1.300000000000000060e-09
2.540908394830466155e-01 1.245981942153143515e-09
2.493398770120970609e-01 1.268962266475582874e-09
2.828827919423633763e-01 1.146637194467219479e-09
3.035332817725185928e-01 1.166891748419816640e-09
2.898951893848146222e-01 1.303131417435383529e-09
2.859814072996190726e-01 1.288795659822163859e-09
2.879812482135674090e-01 1.402475288267996095e-09
2.827242218886414915e-01 1.502173567848046597e-09
2.769657062474630282e-01 1.492861403120785964e-09
2.806588376347198266e-01 1.544068964906786532e-09
2.779977144882855855e-01 1.481123017145887909e-09
2.550426468798898672e-01 1.449837028930162268e-09
2.568382067735138774e-01 1.498092957708514795e-09
2.536420378308388845e-01 1.527213854343140891e-09
2.557106377958698884e-01 1.541117204127446264e-09
2.635740491481408654e-01 1.481159748487280017e-09
2.717338085262880898e-01 1.492087493839017136e-09
2.790914483368621690e-01 1.442854127507202126e-09
2.964681707985096226e-01 1.370725850286391230e-09
3.116246021821874601e-01 1.226116747870024501e-09
3.202705060990987951e-01 1.329008759612147421e-09
3.181618603803587630e-01 1.382636172411179987e-09
3.227245789178516677e-01 1.382394940037054903e-09
3.190962366992697308e-01 1.454854426688102708e-09
3.240749573174656062e-01 1.367440855462455555e-09
3.346615844682698793e-01 1.281733354891099225e-09
3.427060804162180285e-01 1.138328533048443871e-09
3.390999234453986322e-01 1.132961582853690179e-09
3.347056112622822655e-01 1.174507338450274279e-09
3.333591322799078216e-01 1.246474231643438473e-09
3.425142603070620018e-01 1.290103677619040198e-09
3.268495512113926971e-01 1.271584468516064374e-09
3.447373246182912632e-01 1.195708367335142300e-09
